ANO_APLICACAO;CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL;TP_APLICACAO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
2011;155;MT;70432;D;4;0;;2.20311;2.1416;179;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;"Um jovem investidor precisa escolher o investimento que lhe trará maior retorno financeiro em uma aplicação de R$ 500,00. Para isso, pesquisa o rendimento e o imposto a ser pago em dois investimentos: poupança e certificado de depósito bancário (CDB). As informações obtidas foram as seguintes: \bullet poupança: 0,560% de rendimento mensal, isento de desconto de imposto de renda; \bullet CDB: 0,876% de rendimento mensal, com 4% de desconto de imposto de renda, calculados sobre o ganho. Para o jovem investidor, ao final de um mês, a aplicação mais vantajosa é";a poupança, pois totalizará um montante de R$ 502,80.;a poupança, pois totalizará um montante de R$ 500,56.;o CDB, pois totalizará um montante de R$ 504,38.;o CDB, pois totalizará um montante de R$ 504,21.;o CDB, pois totalizará um montante de R$ 500,87.;0
2011;156;MT;71832;B;25;0;;1.94736;2.51656;0.17967;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;"Os dados a seguir descrevem o consumo mensal, em kWh, dos consumidores residenciais e dos de baixa renda, antes e depois da redução da tarifa de energia no estado de Pernambuco. Como fica a tarifa \bullet para consumidores residenciais ◦ consumo mensal de 140 kWh – antes: R$ 71,04; depois: R$ 64,75; economia: R$ 6,29; ◦ consumo mensal de 185 kWh – antes: R$ 93,87; depois: R$ 85,56; economia: R$ 8,32; ◦ consumo mensal de 350 kWh – antes: R$ 177,60; depois: R$ 161,86; economia: R$ 15,74; ◦ consumo mensal de 500 kWh – antes: R$ 253,72; depois: R$ 231,24; economia: R$ 22,48; \bullet para consumidores de baixa renda ◦ consumo mensal de 30 kWh – antes: R$ 3,80; depois: R$ 3,35; economia: R$ 0,45; ◦ consumo mensal de 65 kWh – antes: R$ 11,53; depois: R$ 10,04; economia: R$ 1,49; ◦ consumo mensal de 80 kWh – antes: R$ 14,84; depois: R$ 12,90; economia: R$ 1,94; ◦ consumo mensal de 100 kWh – antes: R$ 19,31; depois: R$ 16,73; economia: R$ 2,59; ◦ consumo mensal de 140 kWh – antes: R$ 32,72; depois: R$ 28,20; economia: R$ 4,53. Considere dois consumidores: um que é de baixa renda e gastou 100 kWh e outro do tipo residencial que gastou 185 kWh. A diferença entre o gasto desses consumidores com 1 kWh, depois da redução da tarifa de energia, mais aproximada, é de";R$ 0,27.;R$ 0,29.;R$ 0,32.;R$ 0,34.;R$ 0,61.;0
2011;157;MT;70201;B;8;0;;1.63;2.90487;0.21354;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;Para forrar a mesa de jantar, uma senhora verificou que só possuía uma toalha limpa, pois todas as outras estavam na máquina de lavar. O tampo da mesa tem o formato de um quadrado de lado 1, 20 m, mas a única toalha disponível para forrar a mesa é redonda, com a forma de um círculo. Para que essa toalha redonda cubra a área total do tampo da mesa quadrada, qual deve ser a medida aproximada do seu diâmetro, em metros?;1,20 m;1,70 m;1,60 m;0,80 m;0,60 m;0
2011;158;MT;70540;C;19;0;;2.96462;3137;0.14003;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;O saldo de contratações no mercado formal no setor varejista da região metropolitana de São Paulo registrou alta. Comparando as contratações deste setor no mês de fevereiro com as de janeiro deste ano, houve incremento de 4 300 vagas no setor, totalizando 880 605 trabalhadores com carteira assinada. Suponha que o incremento de trabalhadores no setor varejista seja sempre o mesmo nos seis primeiros meses do ano. Considerando-se que y e x representam, respectivamen- te, as quantidades de trabalhadores no setor varejista e os meses, janeiro sendo o primeiro, fevereiro, o segundo, e assim por diante, a expressão algébrica que relaciona essas quantidades nesses meses é;y = 4 300x;y = 884 905x;y = 872 005 + 4 300x;y = 876 305 + 4 300x;y = 880 605 + 4 300x;0
2011;159;MT;70461;D;2;0;;1.23541;0.4856;0.05802;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;"O número mensal de passagens de uma determinada empresa aérea aumentou no ano passado nas seguintes condições: em janeiro foram vendidas 33 000 passagens; em fevereiro, 34 500; em março, 36 000. Esse padrão de crescimento se mantém para os meses subsequentes. Quantas passagens foram vendidas por essa empresa em julho do ano passado?";38 000;40 500;41 000;42 000;48 000;0
2011;160;MT;70034;A;23;0;;2.87279;1.68092;0.16149;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;O prefeito de uma cidade deseja construir uma rodovia para dar acesso a outro município. Para isso, foi aberta uma licitação na qual concorreram duas empresas. A primeira cobrou R$ 100 000,00 por km construído (n), acrescidos de um valor fixo de R$ 350 000,00, enquanto a segunda cobrou R$ 120 000,00 por km construído (n), acrescidos de um valor fixo de R$ 150 000,00. As duas empresas apresentam o mesmo padrão de qualidade dos serviços prestados, mas apenas uma delas poderá ser contratada. Do ponto de vista econômico, qual equação possibilitaria encontrar a extensão da rodovia que tornaria indiferente para a prefeitura escolher qualquer uma das propostas apresentadas?;100n + 350 = 120n + 150;100n + 150 = 120n + 350;100(n + 350) = 120(n + 150);100(n + 350 000) = 120(n + 150 000);350(n + 100 000) = 150(n + 120 000);0
2011;161;MT;72028;C;3;0;;2.27622;2.37639;0.23999;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;Uma pessoa aplicou certa quantia em ações. No primeiro mês, ela perdeu 30% do total do investimento e, no segundo mês, recuperou 20% do que havia perdido. Depois desses dois meses, resolveu tirar o montante de R$ 3 800,00 gerado pela aplicação. A quantia inicial que essa pessoa aplicou em ações corresponde ao valor de;R$ 4 222,22.;R$ 4 523,80.;R$ 5 000,00.;R$ 13 300,00.;R$ 17 100,00.;0
2011;162;MT;70238;B;3;0;;2.74865;1.47857;0.21513;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;Cerca de 20 milhões de brasileiros vivem na região coberta pela caatinga, em quase 800 mil km^{2} de área. Quando não chove, o homem do sertão e sua família precisam caminhar quilômetros em busca da água dos açudes. A irregularidade climática é um dos fatores que mais interferem na vida do sertanejo. Segundo este levantamento, a densidade demográfica da região coberta pela caatinga, em habitantes por km^{2}, é de;250.;25.;2,5.;0,25.;0,025.;0
2011;163;MT;71187;E;30;0;;1.63381;2.36775;0.09676;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;"Rafael mora no Centro de uma cidade e decidiu se mudar, por recomendações médicas, para uma das regiões: Rural, Comercial, Residencial Urbano ou Residencial Suburbano. A principal recomendação médica foi com as temperaturas das “ilhas de calor” da região, que deveriam ser inferiores a 31^\circC. Tais temperaturas são especificadas a seguir: Perfil da ilha de calor urbana \bullet Rural: 29,5 ºC; \bullet Comercial: 31,2 ºC; \bullet Centro: 33,4 ºC; \bullet Residencial Urbano: 30,2 ºC; \bullet Residencial Suburbano: 29,6 ºC. Escolhendo, aleatoriamente, uma das outras regiões para morar, a probabilidade de ele escolher uma região que seja adequada às recomendações médicas é";um quinto.;um quarto.;dois quintos.;três quintos.;três quartos.;0
2011;164;MT;70198;D;16;0;;1.92502;1.29983;0.1805;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;Muitas medidas podem ser tomadas em nossas casas visando à utilização racional de energia elétrica. Isso deve ser uma atitude diária de cidadania. Uma delas pode ser a redução do tempo no banho. Um chuveiro com potência de 4 800 W consome 4,8 kW por hora. Uma pessoa que toma dois banhos diariamente, de 10 minutos cada, consumirá, em sete dias, quantos kW?;0,8;1,6;5,6;11,2;33,6;0
2011;165;MT;72788;B;26;0;;1.64337;1.86905;0.20692;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;"Duílio e Sandra querem alcançar seu peso ideal a partir de atividades físicas (corrida). Atualmente, eles apresentam o seguinte perfil biométrico: \bullet Duílio – idade: 50 anos; altura: 1,88 metro; peso: 96,4 quilos; peso ideal: 94,5 quilos; \bullet Sandra – idade: 42 anos; altura: 1,70 metro; peso: 84 quilos; peso ideal: 77 quilos. Para se verificar a escala de obesidade, foi desenvolvida a fórmula por meio da qual é possível determinar o Índice de Massa Corporal (IMC), qual seja, IMC = m/h^{2}, em que m é a massa em quilogramas e h é a altura em metros. A partir desse índice, criou-se a seguinte Escala de Índice de Massa Corporal: \bullet IMC abaixo de 14,5 kg/m^{2} – categoria: desnutrição; \bullet IMC de 14,5 kg/m^{2} a 20 kg/m^{2} – categoria: peso abaixo do normal; \bullet IMC de 20 kg/m^{2} a 24,9 kg/m^{2} – categoria: peso normal; \bullet IMC de 25 kg/m^{2} a 29,9 kg/m^{2} – categoria: sobrepeso; \bullet IMC de 30 kg/m^{2} a 39,9 kg/m^{2} – categoria: obesidade; \bullet IMC igual ou acima de 40 kg/m^{2} – categoria: obesidade mórbida. A partir dos dados biometricos de Duílio e Sandra e da Escala de IMC, o valor IMC e a categoria em que cada uma das pessoas se posiciona na Escala são";Duílio tem o IMC 26,7 e Sandra tem o IMC 26,6, estando ambos na categoria de sobrepeso.;Duílio tem o IMC 27,3 e Sandra tem o IMC 29,1, estando ambos na categoria de sobrepeso.;Duílio tem o IMC 27,3 e Sandra tem o IMC 26,6, estando ambos na categoria de sobrepeso.;Duílio tem o IMC 25,6, estando na categoria de sobrepeso, e Sandra tem o IMC 24,7, estando na categoria de peso normal.;Duílio tem o IMC 25,1, estando na categoria de sobrepeso, e Sandra tem o IMC 22,6, estando na categoria de peso normal.;0
2011;166;MT;70405;A;9;0;;1.6024;1.2153;0.14692;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;O atletismo é um dos esportes que mais se identificam com o espírito olímpico. Uma pista de atletismo é composta por dois trechos retos, conectados por dois trechos circulares, formando um circuito fechado. Esse circuito é dividido em oito raias, numeradas do centro da pista para a extremidade. Considere que, em determinada corrida, oito atletas, posicionados em uma das partes retas da pista, um ao lado do outro, iniciem a corrida ao mesmo tempo. Nessa situação, será beneficiado o atleta que correr na raia;1.;4.;5.;7.;8.;0
2011;167;MT;70053;D;16;0;;1.81642;1.0908;0.24672;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;Nos últimos cinco anos, 32 mil mulheres de 20 a 24 anos foram internadas nos hospitais do SUS por causa de AVC. Entre os homens da mesma faixa etária, houve 28 mil internações pelo mesmo motivo. Suponha que, nos próximos cinco anos, haja um acréscimo de 8 mil internações de mulheres e que o acréscimo de internações de homens por AVC ocorra na mesma proporção. De acordo com as informações dadas, o número de homens que seriam internados por AVC, nos próximos cinco anos, corresponderia a;4 mil.;9 mil.;21 mil.;35 mil.;39 mil.;0
2011;168;MT;71127;C;29;0;;2.06737;1.89008;0.24604;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;Em um jogo disputado em uma mesa de sinuca, há 16 bolas: 1 branca e 15 coloridas, as quais, de acordo com a coloração, valem de 1 a 15 pontos (um valor para cada bola colorida). O jogador acerta o taco na bola branca de forma que esta acerte as outras, com o objetivo de acertar duas das quinze bolas em quaisquer caçapas. Os valores dessas duas bolas são somados e devem resultar em um valor escolhido pelo jogador antes do início da jogada. Arthur, Bernardo e Caio escolhem os números 12, 17 e 22 como sendo resultados de suas respectivas somas. Com essa escolha, quem tem a maior probabilidade de ganhar o jogo é;Arthur, pois a soma que escolheu é a menor.;Bernardo, pois há 7 possibilidades de compor a soma escolhida por ele, contra 4 possibilidades para a escolha de Arthur e 4 possibilidades para a escolha de Caio.;Bernardo, pois há 7 possibilidades de compor a soma escolhida por ele, contra 5 possibilidades para a escolha de Arthur e 4 possibilidades para a escolha de Caio.;Caio, pois há 10 possibilidades de compor a soma escolhida por ele, contra 5 possibilidades para a escolha de Arthur e 8 possibilidades para a escolha de Bernardo.;Caio, pois a soma que escolheu é a maior.;0
2011;169;MT;71130;C;12;0;;2.08886;2.57501;0.18102;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;É possível usar água ou comida para atrair as aves e observá-las. Muitas pessoas costumam usar água com açúcar, por exemplo, para atrair beija-flores. Mas é importante saber que, na hora de fazer a mistura, você deve sempre usar uma parte de açúcar para cinco partes de água. Além disso, em dias quentes, precisa trocar a água de duas a três vezes, pois com o calor ela pode fermentar e, se for ingerida pela ave, pode deixá- la doente. O excesso de açúcar, ao cristalizar, também pode manter o bico da ave fechado, impedindo-a de se alimentar. Isso pode até matá-la. Pretende-se encher completamente um copo com a mistura para atrair beija-flores. O copo tem formato cilíndrico, e suas medidas são 10 cm de altura e 4 cm de diâmetro. A quantidade de água que deve ser utilizada na mistura é cerca de (utilize \pi = 3);20 mL.;24 mL.;100 mL.;120 mL.;600 mL.;0
2011;170;MT;72687;D;28;0;;2.45814;2.11927;0.18911;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;"Em pesquisa realizada pelo Comitê Gestor da Internet, foram coletadas as informações seguintes, relativas à velocidade de conexão à internet em domicílios brasileiros. Percentual de domicílios de acordo com a velocidade de conexão à internet \bullet até 256 kbps – 34%; \bullet entre 256 kbps e 1 Mbps – 20%; \bullet de 1 Mbps a 2 Mbps – 15%; \bullet entre 2 Mbps e 4 Mbps – 5%; \bullet de 4 Mbps a 8 Mbps – 1%; \bullet acima de 8 Mbps – 1%; \bullet não sabe / não respondeu – 24%. Escolhendo-se, aleatoriamente, um domicílio pesquisado, qual a chance de haver banda larga de conexão de pelo menos 1 Mbps neste domicílio?";0,45;0,42;0,3;0,22;0,15;0
2011;171;MT;70445;C;28;0;;2.83067;1.45097;0.18616;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;"Todo o país passa pela primeira fase de campanha de vacinação contra a gripe suína (H1N1). Segundo um médico infectologista do Instituto Emílio Ribas, de São Paulo, a imunização “deve mudar”, no país, a história da epidemia. Com a vacina, de acordo com ele, o Brasil tem a chance de barrar uma tendência do crescimento da doença, que já matou 17 mil no mundo. Os dados seguintes referem-se a um único posto de Campanha de vacinação contra a gripe suína \bullet data de vacinação: 8 a 19 de março; público alvo: trabalhadores da saúde e indígenas; quantidade de pessoas vacinadas: 42; \bullet data de vacinação: 22 de março a 2 de abril; público alvo: portadores de doenças crônicas; quantidade de pessoas vacinadas: 22; \bullet data de vacinação: 5 a 23 de abril; público alvo: adultos saudáveis entre 20 e 29 anos; quantidade de pessoas vacinadas: 56; \bullet data de vacinação: 24 de abril a 7 de maio; público alvo: população com mais de 60 anos; quantidade de pessoas vacinadas: 30; \bullet data de vacinação: 10 a 21 de maio; público alvo: adultos saudáveis entre 30 e 39 anos; quantidade de pessoas vacinadas: 50. Escolhendo-se aleatoriamente uma pessoa atendida nesse posto de vacinação, a probabilidade de ela ser portadora de doença crônica é";8%.;9%.;11%.;12%.;22%.;0
2011;172;MT;73038;D;21;0;;2.53869;1.66527;0.23544;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;Uma indústria fabrica um único tipo de produto e sempre vende tudo o que produz. O custo total para fabricar uma quantidade q de produtos é dado por uma função, simbolizada por CT, enquanto o faturamento que a empresa obtém com a venda da quantidade q também é uma função, simbolizada por FT. O lucro total (LT) obtido pela venda da quantidade q de produtos é dado pela expressão LT(q) = FT(q) – CT(q). Considerando-se as funções FT(q) = 5q e CT(q) = 2q + 12 como faturamento e custo, qual a quantidade mínima de produtos que a indústria terá de fabricar para não ter prejuízo?;0;1;3;4;5;0
2011;173;MT;71864;D;15;0;;2.00926;1.20709;0.19016;Cinza;130;;;;REGULAR;ENEM_2011_P1_CAD_06_DIA_2_CINZA_LEDOR.pdf;"Uma empresa de telefonia fixa oferece dois planos aos seus clientes: no plano K, o cliente paga R$ 29,90 por 200 minutos mensais e R$ 0,20 por minuto excedente; no plano Z, paga R$ 49,90 por 300 minutos mensais e R$ 0,10 por minuto excedente. Os gráficos das funções correspondentes aos planos K e Z foram representados em um plano cartesiano, em que no eixo das abscissas estão representados os minutos, de 0 a 500, em intervalos de 100, e no eixo das ordenadas estão representados os seguintes valores em reais: 29,90; 39,90; 49,90; 59,90; 69,90; 79,90 e 89,90. A descrição dos gráficos que representam os valores pagos, em reais, em cada um dos planos K e Z, em função dos minutos utilizados, é";"gráfico do plano K: para x entre 0 e 200, segmento de reta horizontal de altura inferior a R$ 29,90; para x entre 200 e 500, segmento de reta com inclinação positiva; gráfico do plano Z: para x entre 0 e 300, segmento de reta horizontal de altura igual a R$ 49,90; para x entre 300 e 500, segmento de reta com inclinação positiva, idêntica à inclinação do segmento de reta K(x), para x entre 300 e 500.";"gráfico do plano K: para x entre 0 e 200, segmento de reta horizontal de altura igual a R$ 29,90; para x entre 200 e 500, segmento de reta com inclinação positiva; gráfico do plano Z: para x entre 0 e 200, segmento de reta horizontal de altura igual a R$ 49,90; para x entre 200 e 500, segmento de reta com inclinação positiva e inferior à inclinação do segmento de reta K(x), para x entre 200 e 500.";"gráfico do plano K: para x entre 0 e 200, segmento de reta horizontal de altura igual a R$ 29,90; para x entre 200 e 500, segmento de reta com inclinação positiva; gráfico do plano Z: para x entre 0 e 300, segmento de reta horizontal de altura igual a R$ 49,90; para x entre 300 e 500, mesmo segmento de reta correspondente ao gráfico de K(x), para x entre 300 e 500.";"gráfico do plano K: para x entre 0 e 200, segmento de reta horizontal de altura igual a R$ 29,90; para x entre 200 e 500,  segmento de reta com inclinação positiva; gráfico do plano Z: para x entre 0 e 300, segmento de reta horizontal de altura igual a R$ 49,90; para x entre 300 e 500, segmento de reta com inclinação positiva e inferior à inclinação do segmento de reta K(x), para x entre 300 e 500.";"gráfico do plano K: para x entre 0 e 300, segmento de reta horizontal de altura igual a R$ 29,90; para x entre 300 e 500, segmento de reta com inclinação positiva; gráfico do plano Z: para x entre 0 e 300, segmento de reta horizontal de altura igual a R$ 49,90; para x entre 300 e 500, segmento de reta com inclinação positiva e inferior à inclinação do segmento de reta K(x), para x entre 300 e 500.";0
